Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
GCA_014338405.1_P_miyazaki_1.0.pg.lrna,Platyhelminthes,Trematoda,Plagiorchiida,Troglotrematidae,Paragonimus,Paragonimus skrjabini miyazakii,6735.15,7720.65,0,1,0,1,0,0,0,3
GCA_008508345.1_ASM850834v1,Platyhelminthes,Trematoda,Plagiorchiida,Troglotrematidae,Paragonimus,Paragonimus westermani,4748.925,5734.425,0,1,0,1,0,0,0,3
GCA_900617795.1_P_xenopodis_South_Africa_001_upd,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis,609.3333333,0,0,0,0,0,0,0,0,1
GCA_025895645.1_RMIT_Cforst_1.0,Platyhelminthes,Trematoda,Strigeidida,Aporocotylidae,Cardicola,Cardicola forsteri,224.175,0,0,1,0,0,0,0,0,2
GCA_040967615.1_ASM4096761v1,Platyhelminthes,Trematoda,Strigeidida,Clinostomidae,Clinostomum,Clinostomum complanatum,59.4,880.65,0,1,0,1,0,0,0,3
GCA_944470555.2_tdHetHame2.2,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Heterobilharzia,Heterobilharzia americana,1347.15,0,0,1,0,1,0,0,0,2
GCA_944474815.3_tdSchCurr1.1a,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma curassoni,2764.875,0,0,1,0,0,0,0,0,2
GCA_000699445.3_UoM_Shae.V3,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma haematobium,10677.05625,0,0,1,0,0,0,0,0,2
GCA_025215515.1_ASM2521551v1,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma japonicum,15651.675,0,0,1,0,0,0,0,0,2
GCA_000237925.5_SM_V9,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma mansoni,9813.724219,0,0,1,0,0,0,0,0,2
GCA_944472135.2_tdTriRege1.2,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Trichobilharzia,Trichobilharzia regenti,63,0,0,1,0,0,0,0,0,2
GCA_944472155.2_tdTriSzid1.2,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Trichobilharzia,Trichobilharzia szidati,409.2,0,0,1,0,0,0,0,0,2
GCA_044892535.1_ASM4489253v1,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,Schmidtea lugubris,1551.25,0,0,1,0,1,0,0,0,0
GCA_045838265.1_schMedS3h1,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,Schmidtea mediterranea,1095,0,0,1,0,0,0,0,0,0
GCA_044892525.1_ASM4489252v1,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,Schmidtea polychroa,1323.125,0,0,1,0,0,0,0,0,0
GCA_037951405.1_ASM3795140v1,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Platydemus,Platydemus manokwari,730,0,0,0,0,0,0,0,0,0
GCA_905250025.1_Ar_ARIC003_reference_genomic_v1,Rotifera,Bdelloidea,Bdelloidea,Adinetidae,Adineta,Adineta ricciae,66,0,1,0,1,1,0,0,0,0
GCA_021613535.1_ASM2161353v1,Rotifera,Bdelloidea,Bdelloidea,Adinetidae,Adineta,Adineta vaga,27,0,1,0,1,1,0,0,0,0
GCA_022393335.1_ASM2239333v1,Rotifera,Bdelloidea,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela quadricornifera,68.66666667,0,1,0,1,1,0,0,0,0
GCA_021432725.1_ASM2143272v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus angularis,11.21805556,0,1,0,1,0,0,0,0,0
GCA_002922825.1_Bc_v0.6,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus calyciflorus,14.29545455,0,1,0,1,0,0,0,0,0
GCA_016987375.1_Bk_v0.5.4,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus koreanus,25.5,0,1,0,1,0,0,0,0,0
GCA_019054805.1_ASM1905480v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus manjavacas,37.33333333,0,1,0,1,0,0,0,0,0
GCA_016802215.1_ASM1680221v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus paranguensis,19.9,0,1,0,1,0,0,0,0,0
GCA_010279815.1_ASM1027981v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus plicatilis,19.96794872,0,1,0,1,0,0,0,0,0
GCA_016802295.1_ASM1680229v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus rotundiformis,16.875,0,1,0,1,0,0,0,0,0
GCA_022207745.1_ASM2220774v1,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus rubens,17,0,1,0,1,0,0,0,0,0
GCA_019059635.1_ASM1905963v1,Rotifera,Monogononta,Ploima,Proalidae,Proales,Proales similis,9,0,1,0,1,0,0,0,0,0
GCA_002082055.1_nHd_3.1,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Hypsibius,Hypsibius exemplaris,75,0,1,0,0,1,0,0,0,0
GCA_034696485.1_ASM3469648v1,Tardigrada,Eutardigrada,Parachela,Isohypsibiidae,Isohypsibius,Isohypsibius dastychi,53,0,0,0,0,1,0,0,0,0
GCA_034698045.1_ASM3469804v1,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Paramacrobiotus,Paramacrobiotus richtersi,487.5,0,1,0,0,1,0,0,0,0
GCA_001949185.1_Rvar_4.0,Tardigrada,Eutardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,87,0,1,0,0,1,0,0,0,0
